owner_id,title,description,category,street,barangay,city,coordinates,image_url,rent,amenities,rating,max_renters,is_available,is_verified,has_internet,allows_pets,is_furnished,has_ac,is_secure,has_parking,number_reviews
4,"AC Bedspace Premium","Premium bedspace with air conditioning. Perfect for hot weather.",bedspace,"Cervantes Street",Poblacion 6,"Dumaguete City","9.3087,123.3076","{https://picsum.photos/800/600?random=28}",4500,"{1 Bedroom,1 Bathroom,Study Desk,Locker}",4.7,1,true,true,true,false,false,true,true,false,17
4,"Near Airport Apartment Sibulan","Convenient location near airport. Good for frequent travelers.",apartment,"Airport Road",Agan-an,Sibulan,"9.3356,123.2998","{https://picsum.photos/800/600?random=29,https://picsum.photos/800/600?random=30}",9500,"{2 Bedrooms,1 Bathroom,Kitchen,Living Room,Closet}",4.0,3,true,true,true,false,true,false,true,true,6
4,"Mountain View Room Valencia","Breathtaking mountain views. Peaceful environment for studying.",room,"Twin Peak Road",Balabag,Valencia,"9.2789,123.2345","{https://picsum.photos/800/600?random=31,https://picsum.photos/800/600?random=32}",6500,"{1 Bedroom,1 Bathroom,Study Desk,Closet,Balcony}",4.8,2,true,true,true,false,true,false,true,false,14
4,"Budget Studio Near Market","Affordable studio near Publico Market. Great for saving money on groceries.",apartment,"Quezon Street",Poblacion 5,"Dumaguete City","9.3068,123.3092","{https://picsum.photos/800/600?random=33}",7500,"{1 Bedroom,1 Bathroom,Kitchen,Closet}",3.9,2,true,true,false,false,false,false,true,false,5
4,"Executive Apartment Downtown","Luxury apartment for executives. All premium amenities included.",apartment,"Perdices Street",Poblacion 7,"Dumaguete City","9.3105,123.3088","{https://picsum.photos/800/600?random=34,https://picsum.photos/800/600?random=35,https://picsum.photos/800/600?random=36}",20000,"{3 Bedrooms,2 Bathrooms,Kitchen,Living Room,Dining Area,Balcony}",4.9,4,true,true,true,false,true,true,true,true,22
4,"Shared Room Near Foundation","Budget bedspace near Foundation University. Study-friendly environment.",bedspace,"Legaspi Street",Taclobo,"Dumaguete City","9.3134,123.3098","{https://picsum.photos/800/600?random=37}",2600,"{1 Bedroom,1 Bathroom,Study Area,Locker}",4.1,1,true,true,true,false,false,false,true,false,7
4,"Bacong Beach House Room","Relax by the beach. Room in a charming beach house.",room,"Coastal Road",Magsaysay,Bacong,"9.2512,123.2845","{https://picsum.photos/800/600?random=38,https://picsum.photos/800/600?random=39}",8000,"{1 Bedroom,1 Bathroom,Kitchen,Balcony}",4.7,2,true,true,true,true,true,false,true,false,12
4,"WiFi Fast Internet Bedspace","Perfect for online students. Super fast fiber internet connection.",bedspace,"Katada Street",Bantayan,"Dumaguete City","9.3145,123.3112","{https://picsum.photos/800/600?random=40}",3500,"{1 Bedroom,1 Bathroom,Study Desk,Locker}",4.6,1,true,true,true,false,false,false,true,false,15
4,"Furnished Room Near Hospital","Convenient for medical students and hospital staff. Walking distance to hospital.",room,"Kagawasan Avenue",Cadawinonan,"Dumaguete City","9.3178,123.3089","{https://picsum.photos/800/600?random=41}",6200,"{1 Bedroom,1 Bathroom,Study Desk,Closet,Shared Kitchen}",4.3,1,true,true,true,false,true,false,true,false,8
4,"Valencia Farm View Apartment","Peaceful rural setting with farm views. Great for nature lovers.",apartment,"Bulacao Road",Bulacao,Valencia,"9.2845,123.2278","{https://picsum.photos/800/600?random=42,https://picsum.photos/800/600?random=43}",11000,"{2 Bedrooms,2 Bathrooms,Kitchen,Living Room,Garden}",4.4,4,true,true,true,false,true,false,true,true,9
4,"City Center Premium Bedspace","Modern bedspace in the heart of the city. Everything within reach.",bedspace,"Santa Catalina Street",Poblacion 3,"Dumaguete City","9.3082,123.3095","{https://picsum.photos/800/600?random=44}",4000,"{1 Bedroom,1 Bathroom,Study Desk,Locker,Laundry Area}",4.5,1,true,true,true,false,false,true,true,false,13
4,"Quiet Apartment Bantayan","Away from city noise. Perfect for those who need peace and quiet.",apartment,"Malayo Road",Bantayan,"Dumaguete City","9.3198,123.3145","{https://picsum.photos/800/600?random=45,https://picsum.photos/800/600?random=46}",9000,"{2 Bedrooms,1 Bathroom,Kitchen,Living Room,Garden}",4.2,3,true,true,true,false,true,false,true,false,6
4,"Near Church Room Sibulan","Close to religious facilities. Good for spiritual individuals.",room,"Church Street",Poblacion,Sibulan,"9.3489,123.2941","{https://picsum.photos/800/600?random=47}",5200,"{1 Bedroom,1 Bathroom,Closet,Study Desk,Shared Kitchen}",4.0,1,true,true,false,false,false,false,true,false,4
4,"Student Hub Bedspace","Popular among students. Community atmosphere with study groups.",bedspace,"Rovira Street",Poblacion 4,"Dumaguete City","9.3076,123.3112","{https://picsum.photos/800/600?random=48}",3300,"{1 Bedroom,1 Bathroom,Study Area,Locker,Laundry Area}",4.4,1,true,true,true,false,false,false,true,false,16
4,"Luxury Seaview Apartment","Premium apartment with stunning sea views. Worth every peso.",apartment,"Rizal Boulevard",Poblacion 1,"Dumaguete City","9.3089,123.3125","{https://picsum.photos/800/600?random=49,https://picsum.photos/800/600?random=50,https://picsum.photos/800/600?random=51}",25000,"{3 Bedrooms,3 Bathrooms,Kitchen,Living Room,Dining Area,Balcony}",5.0,4,true,true,true,false,true,true,true,true,28
